age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42,Private,88983,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Philippines,>50K
78,?,128471,Bachelors,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Local-gov,195989,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,103921,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,2,0,37,United-States,<=50K
52,Private,261345,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50K
50,Private,273572,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
34,Private,126239,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,56,United-States,>50K
47,Self-emp-inc,83299,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7907,0,40,United-States,>50K
54,Private,192118,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,202837,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
48,Local-gov,120302,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,88980,10th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,202689,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,4,0,36,United-States,<=50K
59,?,93918,Prof-school,15,Divorced,?,Not-in-family,White,Female,14526,0,40,United-States,<=50K
28,Private,287372,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,40,United-States,<=50K
28,Private,274942,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,1,1682,43,United-States,<=50K
60,?,111454,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,1899,19,United-States,>50K
43,Self-emp-not-inc,187369,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7576,0,50,United-States,>50K
40,Private,89275,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,165575,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
24,Private,141140,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
48,Federal-gov,106709,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,154520,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,116594,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
44,Private,188959,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,0,61,United-States,>50K
43,Private,327004,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,1,0,37,United-States,>50K
28,Self-emp-not-inc,301110,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Black,Male,0,0,56,United-States,<=50K
21,Private,147672,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,1,0,40,United-States,<=50K
43,Private,50566,Masters,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
60,Private,122682,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,53,United-States,<=50K
46,Self-emp-inc,124109,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,<=50K
21,State-gov,111587,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,198138,Some-college,10,Never-married,Sales,Not-in-family,White,Female,4142,0,49,United-States,<=50K
23,Private,106201,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,8,United-States,<=50K
26,Private,200143,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,2,0,30,United-States,<=50K
38,Self-emp-inc,144282,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,58,United-States,>50K
58,State-gov,121656,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
51,Self-emp-inc,119600,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,16,United-States,<=50K
28,Self-emp-not-inc,26381,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,United-States,<=50K
27,Self-emp-not-inc,280945,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,1,0,40,United-States,<=50K
46,Private,106469,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,59,United-States,<=50K
18,Private,177781,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
30,Private,203774,HS-grad,9,Separated,Handlers-cleaners,Own-child,Other,Female,3441,0,40,United-States,<=50K
34,Self-emp-not-inc,104860,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,196999,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,118853,11th,7,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,Philippines,<=50K
49,Self-emp-not-inc,124916,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,7554,0,45,United-States,>50K
25,Private,124395,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,13,United-States,<=50K
63,Local-gov,235621,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
18,?,190294,HS-grad,9,Never-married,?,Own-child,White,Female,1,0,25,United-States,<=50K
22,Private,189454,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,2,0,40,United-States,<=50K
44,Private,109800,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,3669,0,50,United-States,<=50K
37,Private,155954,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,297421,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
48,Local-gov,136638,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,108755,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,State-gov,145359,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
32,Private,124929,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1704,40,United-States,<=50K
42,Private,150732,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,>50K
36,Private,50896,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
20,Private,217658,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,1,0,24,United-States,<=50K
43,Private,127022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1681,40,United-States,>50K
43,Private,142830,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
70,Self-emp-not-inc,102104,10th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,<=50K
17,Private,104685,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
42,Local-gov,263671,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
26,?,156264,HS-grad,9,Never-married,?,Not-in-family,White,Female,2,0,40,United-States,<=50K
40,Private,242027,HS-grad,9,Divorced,Farming-fishing,Unmarried,Black,Male,0,0,40,United-States,<=50K
43,Local-gov,272986,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14927,0,50,United-States,>50K
60,Private,67121,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
47,Private,119642,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1873,44,United-States,<=50K
31,Private,104426,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,31,United-States,<=50K
44,Private,310131,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27,Private,104963,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
58,?,62349,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,7,United-States,<=50K
27,Private,119336,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,4126,0,40,United-States,<=50K
39,Private,109653,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
27,Self-emp-inc,41641,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,49,United-States,<=50K
21,Private,113240,HS-grad,9,Never-married,Other-service,Own-child,White,Male,1,0,20,United-States,<=50K
56,Private,27930,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,61,United-States,>50K
39,Private,103562,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4338,0,55,United-States,<=50K
32,Private,294980,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,United-States,<=50K
40,Federal-gov,120019,Some-college,10,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,1,0,40,United-States,<=50K
28,Self-emp-not-inc,62930,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,<=50K
55,Private,255165,7th-8th,4,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
39,Private,114232,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,171007,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3568,0,40,United-States,<=50K
22,Private,121335,10th,7,Never-married,Prof-specialty,Not-in-family,White,Male,3733,0,18,United-States,<=50K
27,State-gov,74841,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,167888,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,1,40,United-States,<=50K
30,Private,97956,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
27,Local-gov,286570,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,36,United-States,<=50K
49,Private,112816,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
36,Private,203678,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1,0,45,United-States,>50K
54,Local-gov,182995,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,40,United-States,<=50K
36,Private,268131,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,49,United-States,>50K
33,Self-emp-not-inc,117722,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,2,0,40,Philippines,<=50K
39,Federal-gov,105597,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Self-emp-inc,139658,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
17,Private,30691,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,22,United-States,<=50K
17,Private,232525,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,24,United-States,<=50K
57,Private,103528,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,3,0,40,United-States,<=50K
29,Federal-gov,103271,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,State-gov,72459,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,128653,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,1,0,40,United-States,<=50K
37,Private,153895,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,99614,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2,0,40,United-States,<=50K
20,State-gov,136112,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,21,United-States,<=50K
24,Private,157759,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
28,Private,93501,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,1,0,40,United-States,<=50K
64,Self-emp-not-inc,77769,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,315829,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
59,?,161345,Bachelors,7,Married-civ-spouse,?,Wife,White,Female,2,0,40,United-States,>50K
64,Local-gov,297260,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,2066,50,United-States,>50K
56,Local-gov,280592,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
54,Self-emp-inc,91594,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,0,40,United-States,<=50K
28,Private,118252,Doctorate,16,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,?,<=50K
27,Private,211527,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,21,United-States,<=50K
36,Private,312342,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,1,0,40,United-States,<=50K
35,Private,84755,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,Philippines,>50K
44,Federal-gov,234005,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24,Local-gov,203567,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,49,United-States,<=50K
38,Federal-gov,36539,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Local-gov,217948,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,4,0,15,United-States,<=50K
55,Local-gov,101672,12th,8,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
39,Private,290503,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,5,0,44,United-States,>50K
23,Private,118459,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,<=50K
39,State-gov,87916,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,59,United-States,<=50K
62,Private,89306,11th,7,Divorced,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
34,Private,268736,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,34,0,40,United-States,>50K
27,Private,124731,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,215429,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,44,United-States,<=50K
18,Private,128280,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,6,United-States,<=50K
26,Self-emp-not-inc,140491,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,40,United-States,<=50K
51,Private,106369,12th,7,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,98441,Bachelors,10,Separated,Other-service,Not-in-family,White,Male,1,0,61,United-States,<=50K
47,Private,147567,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,246209,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,1,0,50,United-States,>50K
22,Private,46938,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,44,United-States,<=50K
44,Private,199302,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,1777,40,United-States,<=50K
20,Private,212019,HS-grad,9,Never-married,Prof-specialty,Own-child,Other,Female,0,0,7,United-States,<=50K
19,Private,130152,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
62,Self-emp-inc,129015,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,58,United-States,<=50K
20,Private,126462,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Self-emp-inc,253867,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1886,58,United-States,>50K
65,Private,257486,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,11,United-States,<=50K
47,Private,119551,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,1644,40,United-States,<=50K
44,Self-emp-not-inc,112734,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,3,1605,59,United-States,<=50K
48,Private,238276,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,57,United-States,<=50K
34,Private,90447,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,3,0,40,United-States,<=50K
55,Self-emp-not-inc,282652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
46,Private,136836,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,19,0,40,United-States,<=50K
34,Private,90956,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
46,Private,142364,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3,0,40,United-States,<=50K
56,Private,265981,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,19,United-States,<=50K
33,State-gov,35163,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,United-States,<=50K
18,Private,294267,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
21,State-gov,41227,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,3644,0,50,United-States,<=50K
65,Private,102586,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7664,0,57,United-States,>50K
45,Private,248774,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
58,Private,88696,1st-4th,2,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
58,Self-emp-inc,208929,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,49,United-States,<=50K
63,Private,159725,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,United-States,<=50K
24,Private,135503,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
27,?,90586,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,5425,0,40,United-States,<=50K
25,Private,204665,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,1,1985,40,United-States,<=50K
38,Private,124713,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,58,United-States,>50K
25,Private,194047,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
20,Private,191083,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,51,United-States,<=50K
22,Private,219390,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
34,State-gov,61415,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,1,0,59,United-States,>50K
43,Self-emp-inc,106346,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,79222,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Local-gov,94622,10th,15,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,93594,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
39,Self-emp-not-inc,77908,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United-States,<=50K
42,Private,260825,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
23,Private,85976,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,215774,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,4036,0,58,United-States,<=50K
23,Private,212070,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,22,United-States,<=50K
48,Self-emp-not-inc,310085,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,36,United-States,<=50K
20,Private,296764,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
24,Private,127374,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,1,0,40,United-States,<=50K
48,State-gov,210579,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,286151,9th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,57,United-States,<=50K
22,Private,130450,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,2,0,15,United-States,<=50K
43,Private,108335,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-States,>50K
43,Local-gov,175522,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
46,Federal-gov,213385,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
25,Private,194677,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,22,United-States,<=50K
50,Self-emp-not-inc,202076,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
47,Self-emp-not-inc,218384,7th-8th,4,Separated,Other-service,Unmarried,Black,Female,1,0,40,United-States,<=50K
18,Private,194784,7th-8th,4,Never-married,Other-service,Own-child,Black,Male,0,0,23,United-States,<=50K
36,Private,222112,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,1844,50,United-States,>50K
44,Private,107459,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,297305,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,2,0,19,United-States,<=50K
23,Private,238225,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,37,United-States,<=50K
45,Private,222471,Masters,6,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,148335,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,206394,9th,5,Never-married,Craft-repair,Not-in-family,Black,Male,0,1716,40,United-States,<=50K
57,Private,216799,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
26,Private,115753,Bachelors,10,Never-married,Craft-repair,Not-in-family,White,Female,3,0,40,United-States,<=50K
62,Private,121653,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2902,0,51,United-States,>50K
46,Private,131077,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,United-States,<=50K
22,Private,93933,11th,13,Never-married,Sales,Own-child,White,Male,0,0,36,United-States,<=50K
50,Self-emp-not-inc,242488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,75395,11th,7,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1864,58,United-States,>50K
38,Private,112932,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,1,1943,40,United-States,<=50K
24,Private,333721,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,297214,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
20,State-gov,243842,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
27,Private,80858,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,195732,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1697,40,Mexico,<=50K
36,State-gov,82894,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,220889,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
45,Self-emp-not-inc,98303,10th,5,Divorced,Transport-moving,Not-in-family,White,Male,1,0,36,United-States,<=50K
74,Self-emp-not-inc,53472,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,6,United-States,<=50K
37,Private,94926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
63,Private,120343,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,3,0,40,United-States,<=50K
63,Private,129161,5th-6th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
28,Private,41971,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,<=50K
31,Private,24300,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,49,United-States,<=50K
44,Federal-gov,118606,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,62,United-States,>50K
35,Private,101576,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
52,Private,267169,7th-8th,5,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,121991,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,59,United-States,<=50K
33,Federal-gov,103479,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,2,0,40,United-States,<=50K
44,Private,137724,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,59,United-States,>50K
35,Private,232935,Assoc-voc,11,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
40,Private,101461,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
58,Self-emp-not-inc,151897,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,200827,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,1,0,50,United-States,<=50K
21,Local-gov,253474,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,State-gov,69671,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,1,0,40,United-States,<=50K
34,Self-emp-not-inc,362617,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,1,0,34,United-States,<=50K
37,Private,117229,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,>50K
51,Private,129236,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
30,Private,97470,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,135011,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,160403,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
27,Self-emp-not-inc,173493,HS-grad,9,Widowed,Handlers-cleaners,Other-relative,White,Female,0,0,23,United-States,<=50K
25,Private,189517,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1,0,40,United-States,<=50K
20,Private,219241,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,213981,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
53,Private,240942,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
